2,BIO1110
1,BIO1110L 
3,CS1300
4,CS1400
4,CS2400
3,CS2600
3,CS2640
3,CS3010
3,CS3110
4,CS3310
3,CS3560
4,CS3650
3,CS3750
3,CS4080
3,CS4310
1,CS4630
3,CS4800
4,MAT1140
4,MAT1150
3,PHY1510
1,PHY1510L
3,STA2260
